subject_id	subject_label	predicate_id	object_id	object_label	confidence	comment	mapping_justification	mapping_date	author_id
LTER:629	wet deposition	skos:broadMatch	ENVO:03000054	depositional process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:1003	seagrass	skos:relatedMatch	ENVO:01000059	sea grass bed	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:698	events	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:282	landsat	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:196	fish	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:442	K	skos:exactMatch	CHEBI:26216	potassium atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:490	secchi	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:160	dissolved organic carbon	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:926	fen	skos:exactMatch	ENVO:00000232	fen	1		The subject definition matches the object definition exactly.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:946	landslides	skos:exactMatch	ENVO:00000520	landslide	0.75	Uncertainty lies in whether the subject is a process for a feature	The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:390	organic carbon	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:102	chlorophyll	skos:exactMatch	CHEBI:28966	chlorophyll	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:292	leaf nutrients	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:510	slug	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:926	fens	skos:exactMatch	ENVO:00000232	fen	1		The subject definition matches the object definition exactly.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:319	Mg	skos:exactMatch	CHEBI:25107	magnesium atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:906	burns	skos:relatedMatch	ENVO:01000786	fire	1		The subject is the result of the object and therefore a generally related match.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:805	disturbances	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:550	spores	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:685	community respiration	skos:closeMatch	ENVO:02500008	ecosystem-wide respiration	0.75		Commonly, the subject forms a close synonym with the object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:417	photosynthesis	skos:exactMatch	GO:0015979	photosynthesis	1		The subject definition matches the object definition exactly.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:145	depth	skos:exactMatch	PATO:0001595	depth	1		2022-09-10	https://orcid.org/0000-0003-2261-9931	2018-09-19
LTER:541	species	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:586	tide	skos:closeMatch	ENVO:01001342	tidal flow process	0.75	Uncertainty lies in whether this is a process or an entity	Commonly, the subject forms a close synonym with the object.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:131	crayfishes	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:119	community structure	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-17	https://orcid.org/0000-0003-2261-9931
LTER:448	primary productivity	skos:relatedMatch	GO:0015979	photosynthesis	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:606	turbidity	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:545	species list	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:714	soil properties	skos:relatedMatch	ENVO:00001998	soil	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:682	demography	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:52	bacterial abundance	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:461	regeneration	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:256	hydraulic conductance	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:957	genomics	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:548	specific conductivity	skos:broadMatch	PATO:0001585	conductivity	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:440	porewater	skos:relatedMatch	ENVO:01001004	groundwater	1		The subject is the result of the object and therefore a generally related match.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:801	field methods	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:330	meadows	skos:exactMatch	ENVO:00000108	meadow ecosystem	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:706	sediment elevation table	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:505	silicon	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:570	sulfur hexafluoride	skos:exactMatch	CHEBI:30496	sulfur hexafluoride	0.5	Labels match but object definition is missing.	The subject label matches the object label exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:144	deposition	skos:exactMatch	ENVO:03000054	depositional process	1		The subject definition matches the object definition exactly. Note the subject definition is more general than its location in the vocabulary tree.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:933	hydrogen	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:61	belowground biomass	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:605	tundra	skos:exactMatch	ENVO:01001370	tundra ecosystem	1		The subject definition matches the object definition exactly.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:197	floodplain	skos:closeMatch	ENVO:00000255	flood plain	1		The subject is a narrower term of ecosystems, whereas the object is a "fiat object" refering to only abiotic entities and is therefore is not an exact match.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:716	ecosystem properties	skos:relatedMatch	ENVO:01001110	ecosystem	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:515	snow depth	skos:relatedMatch	ENVO:01000406	snow	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:442	potassium	skos:exactMatch	CHEBI:26216	potassium atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:509	size distribution	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:158	DIC	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:99	chemistry	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:382	nutrient cycles	skos:broadMatch	ENVO:02500030	biogeochemical process	1		The subject does not have an exact match but does have a broad match based on the subject definition and context in the vocabulary tree.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:107	clearcut	skos:broadMatch	ENVO:02500005	land degradation	0.75		Clearcutting has both land degradation and land restoration components, with support for the latter seeming much weaker (https://en.wikipedia.org/wiki/Clearcutting).	2022-09-05	https://orcid.org/0000-0003-2261-9931
LTER:161	dissolved oxygen	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:162	distance	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:653	geography	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:336	microbe	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:701	salt water	skos:exactMatch	ENVO:00002149	sea water	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:392	organic layer	skos:exactMatch	ENVO:03600018	organic horizon	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:630	wetlands	skos:exactMatch	ENVO:01001209	wetland ecosystem	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:83	canopy cover	skos:relatedMatch	ENVO:01001239	forest canopy	1		The subject is a measurement of the object	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:195	fires	skos:exactMatch	ENVO:01000786	fire	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:436	pollution	skos:exactMatch	ENVO:02500036	environmental pollution	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:944	sea level	skos:exactMatch	ENVO:01001377	sea surface height	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:487	scattering	skos:broadMatch	ENVO:03000010	material transport process	1		Based on the subject vocabulary tree, the subject maps to the broader object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:380	nitrous oxide	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:152	digital elevation model	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:32	amphibian	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:917	plant properties	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:457	recovery	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:990	species abundance	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:595	transpiration	skos:exactMatch	ENVO:02500035	transpiration	1		The subject definition matches the object definition exactly.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:966	minirhizotron	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:599	tree rings	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:304	litterbags	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:271	invertebrate	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:568	sulfide	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:329	maximum temperature	skos:broadMatch	PATO:0000146	temperature	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:357	mutation	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:373	nitrogen compounds	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:806	satellite imagery	skos:relatedMatch	ENVO:01001492	satellite imaging	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:138	defoliation	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:363	NPP	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:148	detritus	skos:exactMatch	ENVO:01001103	detritus	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:263	imagery	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:484	sand	skos:exactMatch	ENVO:01000017	sand	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:968	morphometrics	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:894	polychaetes	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:531	soil texture	skos:relatedMatch	ENVO:00001998	soil	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:269	invasive species	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:85	carbohydrates	skos:exactMatch	CHEBI:16646	carbohydrate	0.75		The object is undefined but the context within the vocabulary trees make it clear that the alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:173	ecosystems	skos:exactMatch	ENVO:01001110	ecosystem	1		The subject and object labels match exactly. The object definition is in strong alignment with the implied definition of the subject, which inherits from the LTER Network focus of study (i.e. ecosystems).	2022-09-05	https://orcid.org/0000-0003-2261-9931
LTER:533	soil water	skos:exactMatch	ENVO:01001004	groundwater	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:594	transects	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:372	nitrogen	skos:exactMatch	CHEBI:51143	nitrogen molecular entity	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:268	interception	skos:broadMatch	ENVO:01000703	hydrological precipitation process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:439	population	skos:exactMatch	PCO:0000001	population of organisms	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:657	physical processes	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:411	phaeophytin	skos:relatedMatch	GO:0015979	photosynthesis	1		That subject is a sub component of the object	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:210	forest disturbance	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:86	carbon	skos:exactMatch	CHEBI:27594	carbon atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:345	models	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:253	humidity	skos:exactMatch	PATO:0015009	humidity	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:989	soil samples	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:135	datalogger	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:71	boron	skos:exactMatch	CHEBI:27560	boron atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:733	CTD	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:886	longitude	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:599	tree ring	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:258	hydrography	skos:relatedMatch	ENVO:00000012	hydrographic feature	1		The subject is the study of the object and therefore a related match.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:559	stream ecology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:958	kelp	skos:relatedMatch	ENVO:01000058	kelp forest	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:246	hillslope	skos:exactMatch	ENVO:01000333	hillside	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:455	rainfall	skos:exactMatch	ENVO:01001564	rain	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:350	montane	skos:exactMatch	ENVO:01001836	montane biome	1		LTER "montane" is a narrower term of LTER "ecosystems" and LTER "montaine biome" is a sub-class of ecosystem.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:664	scientific activities	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:938	hammocks	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:130	crabs	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:186	evolution	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:388	old growth forests	skos:exactMatch	ENVO:01000768	primary forest	1	https://en.wikipedia.org/wiki/Old-growth_forest	The subject label is synonymous with the object label. See comment.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:308	locations	skos:exactMatch	PATO:0000140	position	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:281	land use history	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:277	lake level	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:122	conductivity	skos:exactMatch	PATO:0001585	conductivity	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:31	ammonium	skos:exactMatch	CHEBI:28938	ammonium	1		The object is undefined but the context within the vocabulary tree makes it clear that the alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:882	benthic	skos:relatedMatch	ENVO:01000024	marine benthic biome	1		The subject and object do not exhibit a close or exact match, and are not hierarchically related, but are related.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:65	biogeochemistry	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:517	snowfence	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:266	inorganic nutrients	skos:broadMatch	CHEBI:33284	nutrient	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:414	pheromones	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:992	stand density	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:173	ecosystem	skos:exactMatch	ENVO:01001110	ecosystem	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:617	water	skos:exactMatch	CHEBI:15377	water	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:706	SET	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:169	dry deposition	skos:broadMatch	ENVO:03000054	depositional process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-08	https://orcid.org/0000-0003-2261-9931
LTER:163	distribution	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:235	groundwater	skos:exactMatch	ENVO:01001004	groundwater	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:360	natural selection	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:539	spatial variability	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:34	anions	skos:exactMatch	CHEBI:22563	anion	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:400	paleolimnology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:529	soil solution chemistry	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:209	forbs	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:429	plant phenology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:929	fire management	skos:broadMatch	ENVO:01001170	active ecosystem management process	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:894	polychaete	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:367	nickel	skos:exactMatch	CHEBI:28112	nickel atom	1		The subject definition matches the object definition exactly.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:109	climate	skos:exactMatch	ENVO:01001082	climate	1		The subject definition matches the object definition exactly.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:446	pressure	skos:exactMatch	PATO:0001025	pressure	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:188	extinction	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:694	substrate	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:971	nitrogen limitation	skos:relatedMatch	ENVO:01001330	nitrogen cycling	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:232	grassland	skos:exactMatch	ENVO:01001206	grassland ecosystem	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:953	LiDAR	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:459	redox	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:980	recapture	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:19	air pollution	skos:exactMatch	ENVO:02500037	air pollution	1		The subject definition matches the object definition exactly.	2022-09-09	https://orcid.org/0000-0003-2261-9931
LTER:369	nitric acid	skos:exactMatch	CHEBI:48107	nitric acid	1		The object is undefined but the context within the vocabulary tree makes it clear that alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:172	ecology	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:519	soil bulk density	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:988	soil ph	skos:exactMatch	ENVO:09200010	acidity of soil	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:142	denitrification	skos:broadMatch	ENVO:01001330	nitrogen cycling	1		The subject does not have an exact match but does have a broad match based on the subject definition and context in the vocabulary tree.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:342	minimum temperature	skos:broadMatch	PATO:0000146	temperature	1		An exact match for the subject cannot be found. However, from the subjects context in the vocabulary tree, the subject matches the broader object.	2022-09-10	https://orcid.org/0000-0003-2261-9931
LTER:150	dew point	skos:exactMatch	ENVO:01001859	dew point	1		Both the label and definition of the subject matches exactly with the object.	2022-09-05	https://orcid.org/0000-0003-2261-9931
LTER:101	chlorine	skos:exactMatch	CHEBI:23116	chlorine atom	1		The object is undefined but the context within the vocabulary tree makes it clear that alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:52	bacteria abundance	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:892	particulate organic carbon	skos:exactMatch	ENVO:04000013	particulate organic carbon	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:964	microbial nitrogen	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:238	habitats	skos:exactMatch	ENVO:01000739	habitat	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-07	https://orcid.org/0000-0003-2261-9931
LTER:613	vegetation dynamics	skos:exactMatch	sssom:NoMapping		1		No match can be found for this subject	2022-10-22	https://orcid.org/0000-0003-2261-9931
LTER:418	photosynthetically active radiation	skos:exactMatch	ENVO:01001864	photosynthetically active radiation	1		The subject is undefined but the context within the vocabulary tree makes it clear that the object alignment is exact.	2022-09-10	https://orcid.org/0000-0003-2261-9931
